id,"name","code","conversion_code",community_id,ps_x,ps_y,ps_size,"name_ar","name_de","name_el","name_en","name_es","name_fr","name_he","name_hi","name_it","name_ja","name_ko","name_nl","name_ru","name_pt","name_tr","name_zh_cn"
788,"Clock or watch glasses and similar glasses, glasses for noncorrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses","7015","6642",606,NULL,NULL,NULL,"ساعة أو ساعة نظارات","Gläser für Uhren","Γυαλιά ωρολογοποιίας","Clock or watch glasses","Relojes y gafas de","Verres d'horlogerie","שעון או שעון משקפיים","घड़ी या घड़ी चश्मा","Orologeria bicchieri","クロックまたは時計メガネ","시계 또는 시계 안경","Klok glazen voor horloges","Часы и часовые стекла","Vidros de relojoaria","Saat ve gözlük izle","时钟或手表眼镜"
789,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or sim","7016","6658",606,NULL,NULL,NULL,"#N/A","#N/A","#N/A","Glass paving blocks, slabs, bricks, squares, tiles or other molded products","#N/A","Briques de verre pavés, dalles, briques, carreaux, tuiles ou d'autres produits moulés","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Cam kaplama blok, plaka, tuğla, meydanlar, fayans veya diğer kalıplanmış ürünler","玻璃地砖，地砖，砖，广场，瓷砖或其他成型产品"
790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated","7017","6658",606,NULL,NULL,NULL,"مختبر، صحية أو الأواني الزجاجية الدوائية","Laboratorien, hygienische oder pharmazeutische Bedarfsartikel aus Glas","Εργαστηρίου, υγιεινής ή φαρμακευτικά είδη από γυαλί","Laboratory, hygienic or pharmaceutical glassware","Laboratorio, higiene o farmacia de vidrio","Laboratoire, d'hygiène ou pharmaceutiques en verre",", מעבדה היגייני או כלי זכוכית התרופות","प्रयोगशाला, स्वच्छ या दवा कांच के बने पदार्थ","Laboratorio, uso igienico o farmaceutico vetro","理化学用又は衛生用のガラス製品","연구소, 위생 또는 제약 유리","Laboratoria, voor hygiënisch of farmaceutisch gebruik","Лабораторных, гигиенических или фармацевтических посуды","Laboratório, higiene ou farmácia","Laboratuar, hijyenik ve eczacılığa ait cam malzemeler","实验室，卫生或医药玻璃器皿"
791,"Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares and articles thereof other than imitation jewelry; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other","7018","6658",606,1139.441284,2479.099121,15.131348,"الخرز الزجاجي","Glasperlen","Γυάλινες χάντρες","Glass beads","Cuentas de vidrio","Perles de verre","חרוזי זכוכית","ग्लास मनकों","Perle di vetro","ガラスビーズ","유리 구슬","Glazen kralen","Стеклянные бусы","#N/A","#N/A","玻璃珠"
792,"Glass fibers (including glass wool) and articles thereof (for example, yarn, woven fabrics)","7019","6519",606,1872.377075,2490.209717,16.626953,"الألياف الزجاجية","Glasfasern","Ίνες από γυαλί","Glass fibers","Las fibras de vidrio","Les fibres de verre","סיבי זכוכית","ग्लास फाइबर","Fibre di vetro","ガラス繊維","유리 섬유","Glasvezels","Стекловолокно","As fibras de vidro","Cam elyaf","玻璃纤维"
793,"Other articles of glass:","7020","6658",606,1361.991455,2699.45166,15.244141,"مقالات أخرى من زجاج","Andere Waren aus Glas","Άλλα είδη από γυαλί","Other articles of glass","Demás artículos de vidrio","Autres articles de verre","מאמרים נוספים של זכוכית","गिलास के अन्य लेख","Altri articoli di vetro","ガラスの他の記事","유리의 다른 기사","Andere artikelen van glas","Прочие изделия из стекла","Outros artigos de vidro","Camdan diğer eşya","其他玻璃制品"
794,"Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport","7101","6671",606,2863.224731,2785.240234,15.080811,"#N/A","#N/A","#N/A","Pearls","#N/A","Perles","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","珍珠"
795,"Diamonds, whether or not worked, but not mounted or set","7102","6672",606,2928.510376,2499.894409,30.241943,"الماس","Diamanten","Διαμάντια","Diamonds","Diamantes","Diamants","יהלומים","डायमंड्स","Quadri","ダイヤモンド","다이아몬드","Ruiten","Бриллианты","Diamonds","Diamonds","钻石"
796,"Precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport","7103","6673",606,2876.626099,2514.860962,15.42749,"الأحجار الكريمة","Edelsteine","Πολύτιμοι λίθοι","Precious stones","Piedras preciosas","Pierres précieuses","אבנים יקרות","कीमती पत्थरों","Pietre preziose","貴石","보석","Edelstenen","Драгоценные камни","Pedras preciosas","Değerli taşlar","宝石"
797,"Synthetic or reconstructed precious or semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","7104","6674",606,NULL,NULL,NULL,"تركيبية أو الأحجار شبه الكريمة","Synthetische oder Halbedelsteinen","Συνθετικές ή ημιπολύτιμες πέτρες","Synthetic or semi-precious stones","Piedras sintéticas o semi-preciosas","Pierres synthétiques ou semi-précieuses","סינתטיים או אבנים חצי יקרות","सिंथेटिक या अर्द्ध कीमती पत्थरों","Pietre sintetiche o semi-preziose","合成又は半貴石","합성 또는 세미 - 귀중한 돌","Synthetische of semi-edelstenen","Синтетические и полудрагоценные камни","Pedras sintéticas ou semi-preciosas","Sentetik veya yarı kıymetli taşlar","合成或半宝石"
798,"Dust and powder of natural or synthetic precious or semi-precious stones","7105","2772",606,NULL,NULL,NULL,"طبيعية أو تركيبية الغبار من الأحجار الكريمة أو مسحوق","Natürliche oder synthetische Edelstein Staub oder Pulver","Φυσικών ή συνθετικών πολύτιμων σκόνη πέτρα ή σε σκόνη","Natural or synthetic precious stone dust or powder","Precioso polvo de piedra natural o sintético o en polvo","Naturel ou synthétique en poussière de pierre précieuse ou de la poudre","טבעי או סינתטי אבן אבק אבקת יקרה או","प्राकृतिक या सिंथेटिक कीमती पत्थर धूल या पाउडर","Naturale o sintetica, polvere di pietra preziosa o in polvere","天然又は合成の貴石のダストまたは粉末","천연 또는 합성 보석 가루 또는 분말","Natuurlijke of synthetische edelstenen stof of poeder","Природный или синтетический драгоценный камень пыли или порошка","Pó de pedra natural ou sintética preciosos ou em pó","Doğal veya sentetik kıymetli taş toz ya da pudra","天然或合成宝石粉尘或粉末"
799,"Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form","7106","6811",606,2012.290771,1809.785339,17.585205,"فضة","Silber","Ασήμι","Silver","Plata","Argent","כסף","चांदी","Argento","シルバー","은화","Zilver","Серебро","Prata","Gümüş","银"
800,"Base metals clad with silver, not further worked than semi- manufactured","7107","6811",606,NULL,NULL,NULL,"#N/A","#N/A","#N/A","Silver clad metals","#N/A","Argent de métaux plaqués","#N/A","#N/A","#N/A","#N/A","#N/A","Silver beklede metalen","Серебряный одетых металлов","Prata metais folheados","Gümüş kaplı metaller","银复合金属"
801,"Gold (including gold plated with platinum) unwrought or in semimanufactured forms, or in powder form","7108","9710",606,2316.313721,2718.571655,36.717773,"الذهب","Gold","Χρυσός","Gold","Oro","Or","זהב","सोना","Oro","ゴールド","금","Goud","Золото","Ouro","Altın","黄金"
802,"Base metals or silver, clad with gold, not further worked than semimanufactured","7109","9710",606,NULL,NULL,NULL,"يرتدون معادن الذهب","Gold gekleidet Metalle","Χρυσό μέταλλα επιστρωμένα","Gold clad metals","Oro de metales revestidos","Or les métaux plaqués","מתכות לבושי זהב","सोना पहने धातुओं","Metalli placcati in oro","金クラッド金属","골드 클래드 금속","Gold beklede metalen","Золото одетые металлов","Ouro metais folheados","Altın kaplı metaller","黄金复合金属"
803,"Platinum, unwrought or in semimanufactured forms, or in powder form","7110","6812",606,1040.305054,2127.930054,20.118408,"بلاتين","Platin","Πλατίνα","Platinum","Platino","Platine","פלטינה","प्लैटिनम","Platino","プラチナ","백금","Platina","Платина","Platina","Platin","铂金"
804,"Base metals, silver or gold, clad with platinum, not further worked than semimanufactured","7111","6812",606,NULL,NULL,NULL,"معادن البلاتين يرتدون","Platin plattierte Metalle","Platinum επενδυμένα μέταλλα","Platinum clad metals","Platinum vestidos de metales","Du platine Métaux plaqués","פלטינה ומתכות לבושי","प्लेटिनम पहने धातुओं","Metalli placcati platino","白金クラッド金属","플래티넘 클래드 금속","Platinum beklede metalen","Платиновые металлы одетый","Metais folheados de platina","Platin kaplı metaller","铂复合金属"
